group,batch,filename,average_mos,true_mos,num_ratings,ratings
"['group1', 'group2', 'group3']","[0, 2, 3, 5, 8, 17, 1, 13]",sid0101-clean-COSINE-0100-M_close_202-truncated.wav,2.7185185185185183,2.802020202020202,540,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 2, 2, 2, 2, 2, 2, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 2, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 1, 2, 2, 2, 3, 3, 4, 3, 2, 3, 3, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 1, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 4, 3, 2, 3, 2, 2, 3, 2, 3, 3, 4, 4, 4, 4, 5, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 4, 4, 2, 1, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 1, 4, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 3, 1, 4, 4, 1, 2, 3, 3, 3, 3, 3, 5, 4, 4, 4, 2, 3, 3, 4, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
['group1'],[3],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled0.5.wav,2.6363636363636362,,11,"[3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 2]"
['group1'],[3],sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled1000.0.wav,1.0909090909090908,,11,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[3],sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled0.5.wav,2.090909090909091,,11,"[1, 2, 3, 2, 2, 1, 2, 2, 2, 3, 3]"
['group1'],[3],sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled10.0.wav,1.7272727272727273,,11,"[1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2]"
['group1'],[3],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin5_scaled1000.0.wav,1.0,,11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[3],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled1000.0.wav,1.1818181818181819,,11,"[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
['group1'],[3],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin5_scaled0.5.wav,2.909090909090909,,11,"[2, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3]"
['group1'],[3],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin40_scaled10.0.wav,2.090909090909091,,11,"[2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2]"
['group1'],[3],sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled10.0.wav,2.4545454545454546,,11,"[2, 1, 2, 3, 2, 5, 4, 2, 2, 2, 2]"
['group1'],[3],sid4715-noisy-COSINE-6463-F_array1_69_freqbin4_scaled1000.0.wav,1.0909090909090908,,11,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
['group1'],[3],sid3629-clean-COSINE-4174-F_close_72_freqbin40_scaled0.5.wav,4.0,,11,"[4, 3, 4, 5, 4, 5, 4, 4, 4, 3, 4]"
['group1'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled10.0.wav,1.75,,8,"[2, 1, 2, 3, 1, 2, 1, 2]"
['group1'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled10.0.wav,2.375,,8,"[2, 3, 2, 2, 1, 2, 5, 2]"
['group1'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled0.5.wav,2.0,,8,"[1, 3, 2, 3, 1, 1, 3, 2]"
['group1'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled0.5.wav,2.75,,8,"[3, 3, 3, 4, 2, 2, 1, 4]"
"['group1', 'group2', 'group3']","[0, 2, 7, 8, 10, 12, 15, 17, 1, 3, 9]",sid1816-anchor-COSINE-2734-M_close_91.wav,3.0647058823529414,3.1494949494949496,510,"[3, 5, 5, 5, 4, 1, 3, 2, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 4, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 4, 4, 4, 4, 4, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3, 3, 4, 4, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 2, 3, 3, 3, 3, 1, 3, 1, 1, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 3, 4, 3, 4, 4, 4, 3, 5, 5, 5, 4, 4, 3, 2, 3, 3, 3, 5, 4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 4, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 5, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 4, 4, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 2, 3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 5, 4, 3, 4, 4, 5, 4, 3, 3, 3, 4, 4, 2, 2, 2, 3, 3, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 2, 1, 1, 1, 5, 3, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4]"
['group1'],[7],sid3629-clean-COSINE-4174-F_close_72_freqbin4_scaled0.5.wav,4.125,,8,"[5, 5, 4, 5, 2, 4, 4, 4]"
['group1'],[7],sid4715-noisy-COSINE-6463-F_array1_69_freqbin2_scaled1000.0.wav,1.125,,8,"[1, 2, 1, 1, 1, 1, 1, 1]"
['group1'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[7],sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled1000.0.wav,1.125,,8,"[2, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[7],sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled0.5.wav,2.125,,8,"[2, 1, 2, 3, 2, 2, 3, 2]"
['group1'],[7],sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled10.0.wav,1.75,,8,"[2, 1, 1, 3, 1, 1, 3, 2]"
['group1'],[7],sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled10.0.wav,2.25,,8,"[3, 2, 2, 3, 2, 1, 2, 3]"
['group1'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled0.5.wav,2.0,,5,"[2, 3, 2, 2, 1]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled0.5.wav,3.0,,5,"[4, 4, 3, 2, 2]"
['group1'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled10.0.wav,1.8,,5,"[1, 3, 2, 2, 1]"
['group1'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled0.5.wav,2.6,,5,"[3, 3, 3, 3, 1]"
['group1'],[2],sid1816-anchor-COSINE-2734-M_close_91_freqbin41_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled0.5.wav,3.0,,5,"[4, 4, 3, 2, 2]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled10.0.wav,1.8,,5,"[2, 3, 2, 1, 1]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin41_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[2],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin4_scaled10.0.wav,1.8,,5,"[2, 2, 2, 1, 2]"
['group1'],[2],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin3_scaled10.0.wav,1.6,,5,"[2, 2, 2, 1, 1]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled0.5.wav,3.0,,5,"[4, 3, 3, 2, 3]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled0.5.wav,3.2,,5,"[4, 3, 3, 2, 4]"
"['group1', 'group2', 'group3']","[0, 1, 4, 11, 14, 16, 17, 3, 5, 9, 10, 12]",sid2579-noisy-COSINE-3231-F_array1_81.wav,2.8258823529411763,2.034343434343435,425,"[3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 3, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 3, 3, 4, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 4, 4, 3, 2, 2, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 2, 3, 2, 3, 1, 3, 4, 4, 4, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 2, 2, 2, 2, 2, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 2, 2, 3, 3, 4, 3, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 4, 3]"
['group1'],[11],sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled1000.0.wav,1.2,,5,"[1, 1, 1, 1, 2]"
['group1'],[11],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[11],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled0.5.wav,3.0,,5,"[4, 3, 3, 2, 3]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled10.0.wav,2.0,,5,"[2, 2, 1, 1, 4]"
['group1'],[11],sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled0.5.wav,2.6,,5,"[3, 3, 2, 3, 2]"
['group1'],[11],sid2579-noisy-COSINE-3231-F_array1_81_freqbin41_scaled10.0.wav,2.2,,5,"[1, 2, 3, 3, 2]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin3_scaled1000.0.wav,1.2,,5,"[1, 1, 1, 2, 1]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[11],sid3114-clean-COSINE-3826-M_close_132_freqbin2_scaled10.0.wav,1.6,,5,"[2, 2, 1, 1, 2]"
['group1'],[11],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin31_scaled10.0.wav,2.4,,5,"[2, 2, 3, 3, 2]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[13],sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled10.0.wav,2.6,,5,"[3, 3, 2, 3, 2]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled0.5.wav,2.2,,5,"[2, 3, 2, 2, 2]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled10.0.wav,1.8,,5,"[2, 3, 1, 2, 1]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin41_scaled0.5.wav,2.2,,5,"[2, 3, 2, 2, 2]"
['group1'],[13],sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[13],sid3114-clean-COSINE-3826-M_close_132_freqbin1_scaled0.5.wav,3.4,,5,"[3, 4, 3, 4, 3]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled0.5.wav,2.2,,5,"[2, 3, 2, 2, 2]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin3_scaled10.0.wav,1.8,,5,"[1, 3, 2, 2, 1]"
['group1'],[13],sid4715-noisy-COSINE-6463-F_array1_69_freqbin31_scaled10.0.wav,1.6,,5,"[1, 2, 2, 2, 1]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled10.0.wav,3.2,,5,"[2, 4, 4, 3, 3]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled0.5.wav,2.2,,5,"[2, 3, 3, 1, 2]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled10.0.wav,2.0,,5,"[2, 2, 2, 3, 1]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled0.5.wav,2.6,,5,"[2, 3, 3, 3, 2]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin31_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[4],sid2579-noisy-COSINE-3231-F_array1_81_freqbin5_scaled10.0.wav,2.4,,5,"[2, 3, 3, 2, 2]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled10.0.wav,3.6,,5,"[4, 4, 3, 3, 4]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin3_scaled0.5.wav,3.8,,5,"[4, 4, 3, 4, 4]"
['group1'],[4],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin2_scaled0.5.wav,3.8,,5,"[5, 4, 3, 4, 3]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled10.0.wav,2.4285714285714284,,7,"[3, 3, 2, 2, 3, 2, 2]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group1'],[14],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled10.0.wav,2.4285714285714284,,7,"[3, 3, 2, 3, 2, 2, 2]"
['group1'],[14],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group1'],[14],sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled0.5.wav,1.8571428571428572,,7,"[2, 2, 1, 2, 2, 2, 2]"
['group1'],[14],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin5_scaled0.5.wav,3.5714285714285716,,7,"[3, 4, 2, 4, 5, 4, 3]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled10.0.wav,2.857142857142857,,7,"[3, 4, 2, 3, 3, 3, 2]"
['group1'],[14],sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group1'],[14],sid5333-noisy-COSINE-7408-M_array1_149_freqbin2_scaled10.0.wav,1.7142857142857142,,7,"[2, 2, 1, 1, 2, 2, 2]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled1000.0.wav,1.0,,7,"[1, 1, 1, 1, 1, 1, 1]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin0_scaled0.5.wav,3.0,,7,"[3, 4, 2, 3, 4, 2, 3]"
['group1'],[14],sid2579-noisy-COSINE-3231-F_array1_81_freqbin2_scaled0.5.wav,3.0,,7,"[3, 4, 2, 3, 4, 2, 3]"
['group1'],[10],sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[10],sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled10.0.wav,2.0,,5,"[2, 2, 2, 2, 2]"
['group1'],[10],sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled0.5.wav,3.6,,5,"[3, 4, 3, 4, 4]"
['group1'],[10],sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled10.0.wav,2.8,,5,"[2, 3, 2, 4, 3]"
['group1'],[10],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled10.0.wav,3.4,,5,"[3, 4, 3, 4, 3]"
['group1'],[10],sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled0.5.wav,4.2,,5,"[4, 3, 5, 5, 4]"
['group1'],[10],sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled0.5.wav,3.0,,5,"[3, 3, 3, 3, 3]"
['group1'],[10],sid3114-clean-COSINE-3826-M_close_132_freqbin31_scaled1000.0.wav,1.2,,5,"[1, 1, 1, 2, 1]"
['group1'],[10],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[10],sid3629-clean-COSINE-4174-F_close_72_freqbin5_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[10],sid0999-noisy-COSINE-1399-F_array1_68-truncated_freqbin0_scaled0.5.wav,3.8,,5,"[3, 4, 4, 4, 4]"
['group1'],[10],sid1816-anchor-COSINE-2734-M_close_91_freqbin31_scaled10.0.wav,3.0,,5,"[2, 3, 3, 4, 3]"
['group1'],[15],sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[15],sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled0.5.wav,1.75,,8,"[2, 3, 2, 2, 1, 2, 1, 1]"
['group1'],[15],sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[15],sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled10.0.wav,1.375,,8,"[2, 2, 1, 2, 1, 1, 1, 1]"
['group1'],[15],sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled10.0.wav,1.25,,8,"[1, 2, 1, 1, 1, 2, 1, 1]"
['group1'],[15],sid5333-noisy-COSINE-7408-M_array1_149_freqbin0_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[15],sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled10.0.wav,3.375,,8,"[2, 5, 4, 3, 2, 5, 3, 3]"
['group1'],[15],sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled10.0.wav,1.5,,8,"[1, 3, 1, 2, 1, 1, 2, 1]"
['group1'],[15],sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled1000.0.wav,1.0,,8,"[1, 1, 1, 1, 1, 1, 1, 1]"
['group1'],[15],sid3629-clean-COSINE-4174-F_close_72_freqbin3_scaled0.5.wav,3.75,,8,"[3, 2, 4, 4, 4, 5, 5, 3]"
['group1'],[15],sid3114-clean-COSINE-3826-M_close_132_freqbin4_scaled0.5.wav,3.75,,8,"[3, 5, 3, 4, 4, 4, 4, 3]"
['group1'],[15],sid1816-anchor-COSINE-2734-M_close_91_freqbin5_scaled0.5.wav,2.75,,8,"[2, 5, 2, 3, 2, 3, 3, 2]"
['group1'],[17],sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[17],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled10.0.wav,1.2,,5,"[1, 1, 2, 1, 1]"
['group1'],[17],sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled0.5.wav,2.4,,5,"[3, 2, 3, 2, 2]"
['group1'],[17],sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled10.0.wav,1.2,,5,"[1, 2, 1, 1, 1]"
['group1'],[17],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[17],sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled10.0.wav,2.2,,5,"[3, 3, 2, 2, 1]"
['group1'],[17],sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin2_scaled0.5.wav,2.6,,5,"[2, 3, 3, 3, 2]"
['group1'],[17],sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled0.5.wav,1.6,,5,"[2, 2, 2, 1, 1]"
['group1'],[17],sid5333-noisy-COSINE-7408-M_array1_149_freqbin5_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[17],sid2579-noisy-COSINE-3231-F_array1_81_freqbin40_scaled1000.0.wav,1.0,,5,"[1, 1, 1, 1, 1]"
['group1'],[17],sid1816-anchor-COSINE-2734-M_close_91_freqbin1_scaled10.0.wav,1.8,,5,"[2, 2, 2, 2, 1]"
