group,batch,old_filename,new_filename
group1,7,sid1816-anchor-COSINE-2734-M_close_91.wav,batch7_pair10-audio1.wav
group1,7,sid1816-anchor-COSINE-2734-M_close_91.wav,batch7_pair10-audio2.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149.wav,batch7_pair11-audio1.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled1000.0.wav,batch7_pair11-audio2.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled0.5.wav,batch7_pair12-audio1.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149.wav,batch7_pair12-audio2.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149.wav,batch7_pair13-audio1.wav
group1,7,sid5333-noisy-COSINE-7408-M_array1_149_freqbin41_scaled10.0.wav,batch7_pair13-audio2.wav
group1,7,sid1816-anchor-COSINE-2734-M_close_91.wav,batch7_pair14-audio1.wav
group1,7,sid1816-anchor-COSINE-2734-M_close_91_freqbin40_scaled10.0.wav,batch7_pair14-audio2.wav
group1,7,sid3629-clean-COSINE-4174-F_close_72.wav,batch7_pair15-audio1.wav
group1,7,sid3629-clean-COSINE-4174-F_close_72.wav,batch7_pair15-audio2.wav
group1,8,sid0101-clean-COSINE-0100-M_close_202-truncated.wav,batch8_pair0-audio1.wav
group1,8,sid0101-clean-COSINE-0100-M_close_202-truncated_freqbin0_scaled0.5.wav,batch8_pair0-audio2.wav
group1,8,sid4715-noisy-COSINE-6463-F_array1_69.wav,batch8_pair1-audio1.wav
group1,8,sid4715-noisy-COSINE-6463-F_array1_69.wav,batch8_pair1-audio2.wav
group1,8,sid4715-noisy-COSINE-6463-F_array1_69_freqbin0_scaled1000.0.wav,batch8_pair2-audio1.wav
