file,freqbin_0,freqbin_1,freqbin_2,freqbin_3,freqbin_4,freqbin_5,freqbin_6,freqbin_7,freqbin_8,freqbin_9,freqbin_10,freqbin_11,freqbin_12,freqbin_13,freqbin_14,freqbin_15,freqbin_16,freqbin_17,freqbin_18,freqbin_19,freqbin_20,freqbin_21,freqbin_22,freqbin_23,freqbin_24,freqbin_25,freqbin_26,freqbin_27,freqbin_28,freqbin_29,freqbin_30,freqbin_31,freqbin_32,freqbin_33,freqbin_34,freqbin_35,freqbin_36,freqbin_37,freqbin_38,freqbin_39,freqbin_40,freqbin_41,freqbin_42,freqbin_43,freqbin_44,freqbin_45,freqbin_46,freqbin_47,freqbin_48,freqbin_49,freqbin_50,freqbin_51,freqbin_52,freqbin_53,freqbin_54,freqbin_55,freqbin_56,freqbin_57,freqbin_58,freqbin_59,freqbin_60,freqbin_61,freqbin_62,freqbin_63,freqbin_64,freqbin_65,freqbin_66,freqbin_67,freqbin_68,freqbin_69,freqbin_70,freqbin_71,freqbin_72,freqbin_73,freqbin_74,freqbin_75,freqbin_76,freqbin_77,freqbin_78,freqbin_79,freqbin_80,freqbin_81,freqbin_82,freqbin_83,freqbin_84,freqbin_85,freqbin_86,freqbin_87,freqbin_88,freqbin_89,freqbin_90,freqbin_91,freqbin_92,freqbin_93,freqbin_94,freqbin_95,freqbin_96,freqbin_97,freqbin_98,freqbin_99,freqbin_100,freqbin_101,freqbin_102,freqbin_103,freqbin_104,freqbin_105,freqbin_106,freqbin_107,freqbin_108,freqbin_109,freqbin_110,freqbin_111,freqbin_112,freqbin_113,freqbin_114,freqbin_115,freqbin_116,freqbin_117,freqbin_118,freqbin_119,freqbin_120,freqbin_121,freqbin_122,freqbin_123,freqbin_124,freqbin_125,freqbin_126,freqbin_127,freqbin_128,freqbin_129,freqbin_130,freqbin_131,freqbin_132,freqbin_133,freqbin_134,freqbin_135,freqbin_136,freqbin_137,freqbin_138,freqbin_139,freqbin_140,freqbin_141,freqbin_142,freqbin_143,freqbin_144,freqbin_145,freqbin_146,freqbin_147,freqbin_148,freqbin_149,freqbin_150,freqbin_151,freqbin_152,freqbin_153,freqbin_154,freqbin_155,freqbin_156,freqbin_157,freqbin_158,freqbin_159,freqbin_160
sid5975-noisy-COSINE-9987-F_shoulder_74.wav,11.997307,17.228172,15.978657,12.972242,13.463136,15.732693,17.604263,19.683535,21.180313,22.237244,19.311546,15.784682,14.999819,15.675305,15.912057,13.400277,10.833081,11.185402,12.615775,10.756778,5.2429824,3.598444,5.093049,6.6623507,5.075616,3.0039139,2.451165,3.7303548,4.610515,2.4943776,1.4235852,2.0001702,1.9182223,0.3772746,-1.5642577,-2.005329,-2.528768,-2.7806723,-4.0366797,-6.193414,-8.269616,-7.4923525,-7.285842,-7.9857206,-8.525139,-8.347799,-8.081871,-7.926979,-7.835343,-8.705079,-9.5127735,-7.996314,-6.4753656,-6.7877383,-7.871682,-8.41641,-7.678127,-8.058157,-8.309112,-10.761452,-11.120153,-10.3476515,-9.849801,-10.047914,-10.5737705,-10.655638,-10.78915,-11.196972,-11.823687,-13.920544,-13.210106,-13.311938,-13.33836,-14.143211,-15.514853,-15.604307,-15.593504,-15.783349,-15.554786,-15.71063,-14.72934,-14.071817,-13.402826,-14.915566,-15.194851,-14.780041,-15.3078985,-16.152922,-17.043674,-17.878445,-17.924208,-18.027327,-18.842196,-18.82934,-18.963419,-18.82969,-19.745806,-20.41376,-20.19681,-20.906998,-21.152895,-20.914228,-21.573307,-22.639729,-22.377235,-22.044193,-21.778244,-22.13543,-22.81584,-23.06752,-23.843832,-23.558807,-22.906883,-23.804104,-23.952614,-24.399338,-24.904488,-25.214403,-24.484377,-24.158766,-24.84364,-25.658344,-25.894905,-26.334246,-25.639595,-25.598835,-25.944462,-25.6478,-26.080551,-25.874092,-26.539913,-26.06244,-26.19946,-25.744423,-26.666212,-26.895893,-27.299019,-27.633799,-27.251747,-27.512142,-27.464582,-28.021372,-28.680431,-28.168974,-28.258059,-28.467762,-28.593636,-29.087526,-30.591413,-31.47975,-33.10005,-33.923073,-35.142227,-36.386925,-36.50559,-36.670002,-36.674202,-36.75856,-36.672836,-36.77877,-36.66976
sid5663-noisy-COSINE-8112-F_array1_64.wav,17.945723,12.843134,0.8786487,2.530797,10.659758,11.300852,6.615141,11.438183,18.699736,19.5749,15.62512,14.041833,17.445,19.312284,19.402231,18.03319,15.252262,13.572636,12.638533,10.396803,7.800875,6.6053967,6.797411,6.0483904,2.0880868,0.97717416,-0.64135027,-1.1370183,-1.4185944,-0.69872296,-0.9927892,-2.498601,-2.277896,-0.48433945,-0.19102222,-0.7691939,-0.4042892,1.0186739,1.9453278,1.7204902,1.3422667,2.2856908,3.9664545,4.413887,4.1602783,2.256292,2.7846246,3.058043,3.6909785,2.88048,2.9863117,3.8984227,4.2524033,4.582616,5.070676,6.2688274,6.164542,5.15794,5.3495164,4.405585,2.4372468,-0.07437573,-1.0389421,-1.6699077,-2.1764789,-3.3970103,-3.53724,-2.871525,-3.1679034,-3.9408765,-4.744377,-5.4458194,-5.8812656,-5.9723425,-6.3751574,-6.48488,-6.413448,-6.6293836,-5.6805987,-5.995305,-7.1641207,-7.904378,-6.8566027,-6.0522084,-7.301096,-8.5723915,-9.196027,-8.715049,-9.712925,-12.024356,-12.620708,-12.049674,-11.878995,-14.193454,-15.55896,-16.062809,-15.576524,-15.162282,-15.715263,-16.472221,-16.18674,-15.725125,-16.155087,-17.037842,-17.155506,-16.922834,-17.338554,-17.474936,-18.0391,-17.227057,-16.724686,-18.059387,-19.296686,-18.05188,-17.737448,-18.142813,-19.476532,-19.79101,-19.519922,-20.217766,-20.440939,-20.442545,-20.035278,-19.811817,-19.867708,-19.311058,-19.19983,-19.28056,-19.04845,-18.93407,-19.246168,-19.30906,-20.288532,-20.474426,-21.212437,-21.490355,-22.04894,-22.29734,-22.1192,-22.616655,-23.243618,-23.447693,-23.038723,-23.230175,-23.172813,-23.559395,-23.429836,-23.89629,-25.180775,-26.128239,-27.681978,-30.294815,-32.64276,-35.274902,-36.360363,-36.927704,-37.096348,-37.127617,-37.166183,-37.139145,-37.1768
